rank,naics_code,entity_name,matrix_industry_code,matrix_industry_title,mapping_type,mapping_note,occupation_coverage_share_pct,frontline_operator_share_pct,knowledge_work_share_pct,workflow_intensity,documentation,coordination,compliance,care_service,top_occupation_1,top_occupation_2,top_occupation_3
182,621491,HMO Medical Centers,621400,Outpatient care centers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,78.5,76.4,15.4,78.5,78.9,74.5,75.7,83.6,Registered nurses (15.0%),Medical assistants (7.1%),Medical secretaries and administrative assistants (5.1%)
183,322211,Corrugated and Solid Fiber Box Manufacturing,322200,Converted paper product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,93.0,89.4,5.5,80.1,65.5,67.3,72.1,58.2,"Paper goods machine setters, operators, and tenders (24.2%)","Laborers and freight, stock, and material movers, hand (5.0%)",Industrial truck and tractor operators (4.9%)
184,611110,Elementary and Secondary Schools,61110S,Elementary and secondary schools; state,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.0,23.5,69.0,46.6,70.2,74.4,67.1,75.2,"Secondary school teachers, except special and career/technical education (13.5%)","Elementary school teachers, except special education (12.1%)","Education administrators, kindergarten through secondary (5.0%)"
185,562119,Other Waste Collection,562100,Waste collection,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,91.4,93.5,2.0,78.4,55.1,58.6,67.4,46.1,Refuse and recyclable material collectors (31.7%),Heavy and tractor-trailer truck drivers (21.8%),"Laborers and freight, stock, and material movers, hand (6.9%)"
186,722320,Caterers,722300,Special food services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.9,94.2,1.5,79.0,51.6,62.3,61.0,61.1,Fast food and counter workers (19.9%),"Cooks, institution and cafeteria (9.2%)",Waiters and waitresses (7.4%)
187,312130,Wineries,312100,Beverage manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.8,84.6,8.2,76.3,60.0,65.4,67.5,56.8,Bartenders (11.7%),Packaging and filling machine operators and tenders (8.5%),"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders (7.6%)"
188,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541710,"Research and development in the physical, engineering, and life sciences",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.6,14.2,64.1,43.8,75.0,73.4,73.0,50.9,"Medical scientists, except epidemiologists (6.5%)",Software developers (5.6%),Natural sciences managers (4.7%)
189,541513,Computer Facilities Management Services,541500,Computer systems design and related services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,81.0,11.7,71.9,40.4,72.8,70.8,70.2,49.4,Software developers (20.9%),Computer user support specialists (6.3%),Computer and information systems managers (5.3%)
190,713110,Amusement and Theme Parks,713100,Amusement parks and arcades,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.1,88.8,7.9,76.8,57.4,62.4,61.6,62.0,Amusement and recreation attendants (29.7%),Fast food and counter workers (6.5%),"Lifeguards, ski patrol, and other recreational protective service workers (5.5%)"
191,624210,Community Food Services,624200,"Community food and housing, and emergency and other relief services",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,86.0,44.2,40.3,59.8,72.9,74.3,68.9,70.8,Social and human service assistants (15.9%),Social and community service managers (5.6%),"Child, family, and school social workers (5.4%)"
192,712110,Museums,712000,"Museums, historical sites, and similar institutions",broad_parent,BLS matrix only publishes a broader parent line for this industry.,81.9,57.1,31.9,63.5,67.5,70.3,66.0,57.7,Animal caretakers (4.7%),Customer service representatives (4.5%),General and operations managers (4.1%)
193,561439,Other Business Service Centers (including Copy Shops),561400,Business support services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.1,82.2,11.6,77.4,75.4,71.7,65.9,54.6,Customer service representatives (34.1%),Telemarketers (6.7%),Bill and account collectors (6.0%)
194,336211,Motor Vehicle Body Manufacturing,336200,Motor vehicle body and trailer manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,65.4,85.9,7.8,76.8,61.3,63.9,70.2,52.3,"Welders, cutters, solderers, and brazers (14.2%)",First-line supervisors of production and operating workers (3.8%),"Coating, painting, and spraying machine setters, operators, and tenders (3.4%)"
195,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",4230A1,"Merchant wholesalers, durable goods (4232,3,5,6,7,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,87.8,80.0,8.9,75.9,67.3,68.2,67.9,55.5,"Sales representatives, wholesale and manufacturing, except technical and scientific products (15.2%)","Laborers and freight, stock, and material movers, hand (9.8%)",General and operations managers (5.1%)
196,562212,Solid Waste Landfill,562200,Waste treatment and disposal,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,86.7,85.4,7.2,76.8,61.0,64.6,71.1,51.0,Refuse and recyclable material collectors (16.0%),Heavy and tractor-trailer truck drivers (13.8%),Operating engineers and other construction equipment operators (6.7%)
197,812220,Cemeteries and Crematories,812200,Death care services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,93.0,85.8,1.1,81.4,68.4,71.1,67.1,76.8,Funeral attendants (22.5%),"Morticians, undertakers, and funeral arrangers (18.8%)",Funeral home managers (9.7%)
198,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518000,"Computing infrastructure providers, data processing, web hosting, and related services",exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",77.5,22.6,58.1,47.0,73.3,71.6,68.9,49.7,Software developers (16.0%),Customer service representatives (5.4%),Computer and information systems managers (5.0%)
199,524114,Direct Health and Medical Insurance Carriers,524114,Direct health and medical insurance carriers,exact_code,BLS matrix publishes this exact industry code.,87.7,51.7,36.9,62.6,76.7,72.6,70.1,57.6,Customer service representatives (15.2%),Registered nurses (7.6%),Insurance claims and policy processing clerks (5.4%)
200,541612,Human Resources Consulting Services,541600,"Management, scientific, and technical consulting services",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.1,28.1,51.7,50.8,74.1,74.0,69.0,52.3,Management analysts (12.3%),General and operations managers (7.8%),Market research analysts and marketing specialists (5.2%)
201,561422,Telemarketing Bureaus and Other contact Centers,561400,Business support services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.1,82.2,11.6,77.4,75.4,71.7,65.9,54.6,Customer service representatives (34.1%),Telemarketers (6.7%),Bill and account collectors (6.0%)
202,423830,Industrial Machinery and Equipment Merchant Wholesalers,423800,"Machinery, equipment, and supplies merchant wholesalers",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.6,81.9,7.7,77.3,69.3,68.6,69.1,55.9,"Sales representatives, wholesale and manufacturing, except technical and scientific products (14.4%)","Mobile heavy equipment mechanics, except engines (6.1%)",Industrial machinery mechanics (5.8%)
203,512131,Motion Picture Theaters (except Drive‑Ins),512130,Motion picture and video exhibition,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.7,93.0,0.3,77.8,51.7,58.8,55.5,61.6,"Ushers, lobby attendants, and ticket takers (44.3%)",Fast food and counter workers (12.9%),General and operations managers (5.3%)
204,336611,Ship Building and Repairing,336600,Ship and boat building,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,80.3,81.6,13.9,75.0,62.8,67.4,72.1,52.2,"Welders, cutters, solderers, and brazers (9.0%)",Fiberglass laminators and fabricators (5.7%),First-line supervisors of production and operating workers (4.0%)
205,311412,Frozen Specialty Food Manufacturing,311400,Fruit and vegetable preserving and specialty food manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.8,89.0,5.1,80.2,66.1,67.0,73.6,56.3,Packaging and filling machine operators and tenders (14.7%),Food batchmakers (12.5%),Industrial truck and tractor operators (5.2%)
206,562211,Hazardous Waste Treatment and Disposal,562200,Waste treatment and disposal,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,86.7,85.4,7.2,76.8,61.0,64.6,71.1,51.0,Refuse and recyclable material collectors (16.0%),Heavy and tractor-trailer truck drivers (13.8%),Operating engineers and other construction equipment operators (6.7%)
207,333415,Air‑Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,3330A1,"Machinery manufacturing (3331,2,4,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,74.6,70.5,19.8,70.0,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)",Machinists (4.1%),Mechanical engineers (3.7%)
208,312111,Soft Drink Manufacturing,312100,Beverage manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.8,84.6,8.2,76.3,60.0,65.4,67.5,56.8,Bartenders (11.7%),Packaging and filling machine operators and tenders (8.5%),"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders (7.6%)"
209,311513,Cheese Manufacturing,311500,Dairy product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,93.4,89.6,5.7,80.1,65.6,66.8,73.1,55.8,Food batchmakers (15.5%),Packaging and filling machine operators and tenders (14.4%),"Laborers and freight, stock, and material movers, hand (5.0%)"
210,311811,Retail Bakeries,311800,Bakeries and tortilla manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.9,94.6,1.6,80.4,57.4,62.7,67.6,56.4,Bakers (22.7%),Food batchmakers (7.9%),Packaging and filling machine operators and tenders (7.0%)
211,541620,Environmental Consulting Services,541600,"Management, scientific, and technical consulting services",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.1,28.1,51.7,50.8,74.1,74.0,69.0,52.3,Management analysts (12.3%),General and operations managers (7.8%),Market research analysts and marketing specialists (5.2%)
212,488210,Support Activities for Rail Transportation,488200,Support activities for rail transportation,exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",82.3,89.7,2.6,80.3,62.7,66.5,73.4,55.7,Rail car repairers (13.9%),"Laborers and freight, stock, and material movers, hand (12.2%)",Heavy and tractor-trailer truck drivers (5.2%)
213,481211,Nonscheduled Chartered Passenger Air Transportation,481200,Nonscheduled air transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,87.8,85.1,6.3,82.1,76.6,74.2,82.2,59.5,Commercial pilots (35.7%),Aircraft mechanics and service technicians (12.3%),General and operations managers (3.3%)
214,441210,Recreational Vehicle Dealers,441200,Other motor vehicle dealers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.3,88.6,2.6,79.5,65.2,66.2,66.7,56.8,Retail salespersons (17.2%),Recreational vehicle service technicians (7.4%),Motorcycle mechanics (6.7%)
215,522220,Sales Financing,522200,Nondepository credit intermediation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,88.2,46.9,37.9,59.4,74.7,69.8,68.8,48.9,Loan officers (16.2%),Loan interviewers and clerks (10.3%),Customer service representatives (7.0%)
216,311919,Other Snack Food Manufacturing,311900,Other food manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.8,86.8,6.6,78.8,65.2,66.9,72.2,56.3,Packaging and filling machine operators and tenders (11.8%),Food batchmakers (11.5%),"Laborers and freight, stock, and material movers, hand (6.1%)"
217,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),533000,Lessors of nonfinancial intangible assets (except copyrighted works),exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",72.5,24.7,40.0,52.1,74.7,75.5,67.3,53.9,General and operations managers (13.4%),Market research analysts and marketing specialists (4.8%),Accountants and auditors (4.1%)
218,326199,All Other Plastics Product Manufacturing,326100,Plastics product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,83.4,85.5,8.4,77.8,65.0,66.9,72.4,53.3,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (12.9%)","Extruding and drawing machine setters, operators, and tenders, metal and plastic (5.5%)",First-line supervisors of production and operating workers (5.3%)
219,813319,Other Social Advocacy Organizations,813300,Social advocacy organizations,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,80.7,32.0,47.0,53.6,73.1,74.7,67.7,63.4,General and operations managers (8.0%),Social and human service assistants (7.3%),Public relations specialists (4.5%)
220,813212,Voluntary Health Organizations,8132-3,Grantmaking and giving services and social advocacy organizations,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,80.8,28.6,47.4,52.2,73.4,74.9,66.9,61.6,General and operations managers (8.5%),Fundraisers (6.1%),Social and human service assistants (5.3%)
221,516110,Radio Broadcasting Stations,516110,Radio broadcasting stations,exact_code,BLS matrix publishes this exact industry code.,92.4,27.5,63.3,47.1,71.1,72.7,67.6,46.9,Broadcast announcers and radio disc jockeys (26.0%),Advertising sales agents (14.2%),Producers and directors (10.4%)
222,321991,Manufactured Home (Mobile Home) Manufacturing,321900,Other wood product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,71.8,89.6,3.9,78.9,60.8,65.4,69.4,52.0,"Woodworking machine setters, operators, and tenders, except sawing (10.5%)","Laborers and freight, stock, and material movers, hand (6.4%)","Sawing machine setters, operators, and tenders, wood (4.4%)"
223,813311,Human Rights Organizations,813300,Social advocacy organizations,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,80.7,32.0,47.0,53.6,73.1,74.7,67.7,63.4,General and operations managers (8.0%),Social and human service assistants (7.3%),Public relations specialists (4.5%)
224,811122,Automotive Glass Replacement Shops,811120,"Automotive body, paint, interior, and glass repair",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,97.0,86.6,7.0,78.0,63.6,66.7,71.5,51.7,Automotive body and related repairers (33.3%),"Coating, painting, and spraying machine setters, operators, and tenders (8.8%)",General and operations managers (5.9%)
225,623990,Other Residential Care Facilities,623900,Other residential care facilities,exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",60.3,51.4,37.5,64.0,74.2,75.3,70.9,78.9,"Child, family, and school social workers (7.4%)",Social and human service assistants (7.1%),Residential advisors (6.3%)
226,561499,All Other Business Support Services,561400,Business support services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.1,82.2,11.6,77.4,75.4,71.7,65.9,54.6,Customer service representatives (34.1%),Telemarketers (6.7%),Bill and account collectors (6.0%)
227,524113,Direct Life Insurance Carriers,524100,Insurance carriers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.1,41.3,46.1,56.3,76.0,70.2,68.9,53.2,"Claims adjusters, examiners, and investigators (10.0%)",Customer service representatives (9.8%),Insurance claims and policy processing clerks (6.5%)
228,722330,Mobile Food Services,722300,Special food services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.9,94.2,1.5,79.0,51.6,62.3,61.0,61.1,Fast food and counter workers (19.9%),"Cooks, institution and cafeteria (9.2%)",Waiters and waitresses (7.4%)
